"Project","Text","SDG","Target"
"P176505","subnational contingent short mediumterm impact response strategy","SDG 15","SDG 15.8"
"P176505","summary risks mitigation","SDG 13","SDG 13.a"
"P176505","supported vibrant economic recovery spain remittances projected increase slightly decline percent gdp","SDG 15","SDG 15.8"
"P176505","supported world bank capital markets strengthening facility asa","SDG 10","SDG 10.5"
"P176505","targeting venezuelan migrants vulnerable population eligible housing program significantly reduce poverty improving housing supply quality conditions home subsidy","SDG 16","SDG 16.1"
"P176505","technical design project program low","SDG 15","SDG 15.8"
"P176505","technical report oxfam international","SDG 6","SDG 6.a"
"P176505","temporary protection status tps migrants colombia maintained commitment progressive innovative comprehensive policies social economic integration venezuelan migrants","SDG 14","SDG 14.2"
"P176505","acceleration vaccination plan june endaugust percent population received dose percent vaccinated colombia track reaching governments target vaccinating percent entire population","SDG 3","SDG 3.b"
"P176505","actions consolidate governments strategy vaccinate inhabitants age country including migrant population migration status reduce mortality morbidity caused covid","SDG 3","SDG 3.b"
"P176505","activities supported prior action aim address challenges information management characterization venezuelan migrant population security information official statistics sectors government levels interoperability sources","SDG 10","SDG 10.7"
"P176505","adoption tps prior action million venezuelans regularize expected enable migrants enroll sgsss future","SDG 15","SDG 15.8"
"P176505","adoption tps opportunities education recognition educational achievements access jobs share people ages study percent shortterm migrants months percent longterm migrants significantly figure rest population percent","SDG 10","SDG 10.7"
"P176505","adoption status ipsas colombia july annex calculation level accrual alignment ipsas reached percent","SDG 15","SDG 15.8"
"P176505","analysis based assumptions theory change prior action extent actions effectively implemented","SDG 15","SDG 15.8"
"P176505","analysis colombias pfm system including public procurement reveals strengths support transparent management budget resources reliable manner identified pfm weaknesses addressed reform plan pose risks achievement program development objectives pdo","SDG 11","SDG 11.2"
"P176505","approval colombias tps venezuelan migrants landmark measure placing countries globally broad policy framework inclusion migrants united tps central american haitian migrants turkish tps syrian refugees","SDG 1","SDG 1.b"
"P176505","approval temporary protection status tps march supported proposed operation extended temporary protection status venezuelan migrants period","SDG 14","SDG 14.2"
"P176505","involve environmental social risks recommendations identified analysis","SDG 10","SDG 10.2"
"P176505","assessment determine colombias environmental management capacity handle potential effects included review colombias legal institutional framework environmental management","SDG 13","SDG 13.3"
"P176505","assessment based secondary data review program including description prior action evidence literature legal evidence","SDG 16","SDG 16.9"
"P176505","authorities expected raise percent gdp sale governments shares public companies government records revenues","SDG 17","SDG 17.17"
"P176505","authorities drawing billion december intend treat rest credit line precautionary","SDG 9","SDG 9.3"
"P176505","availability essential representative sociodemographic economic data migrants venezuela colombia limited","SDG 3","SDG 3.8"
"P176505","bank carried analytical describes migration factors linked limitations economic opportunities selfsufficiency resilience forcibly displaced persons host communities focuses temporal dimension comparing emergency responses longterm interventions contexts colombian","SDG 11","SDG 11.2"
"P176505","bank updating assessment fiscal impacts migration light","SDG 17","SDG 17.8"
"P176505","bank maintains active dialogue iadb institutional policy investment support goc migration","SDG 13","SDG 13.3"
"P176505","bank subsequently facilitated entry colombia global concessional financing facility gcff january country latin america eligible gcff support","SDG 17","SDG 17.8"
